3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
5028.jpg: boathouse | worm fence, snake fence, snake-rail fence, Virginia fence | mobile home, manufactured home | thatch, thatched roof | barn | lakeside, lakeshore | monastery
6665.jpg: sports car, sport car | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | passenger car, coach, carriage | street sign | racer, race car, racing car | cab, hack, taxi, taxicab | mobile home, manufactured home
2484.jpg: daisy | vase | lotion | packet | hair slide | hamper | face powder
0361.jpg: kuvasz | ram, tup | kelpie | hog, pig, grunter, squealer, Sus scrofa | chow, chow chow | white wolf, Arctic wolf, Canis lupus tundrarum | worm fence, snake fence, snake-rail fence, Virginia fence
0716.jpg: airliner | space shuttle | warplane, military plane | wing | aircraft carrier, carrier, flattop, attack aircraft carrier | projectile, missile | missile
6578.jpg: solar dish, solar collector, solar furnace | flagpole, flagstaff | beacon, lighthouse, beacon light, pharos | mobile home, manufactured home | boathouse | picket fence, paling | pole
6112.jpg: sports car, sport car | tow truck, tow car, wrecker | moped | lakeside, lakeshore | thresher, thrasher, threshing machine | mobile home, manufactured home | car wheel
3800.jpg: bee | daisy | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | cabbage butterfly | earthstar | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
2262.jpg: sports car, sport car | moped | motor scooter, scooter | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede | disk brake, disc brake | convertible
1308.jpg: military uniform | Windsor tie | lab coat, laboratory coat | suit, suit of clothes | bow tie, bow-tie, bowtie | bolo tie, bolo, bola tie, bola | plate
4606.jpg: palace | bell cote, bell cot | dome | monastery | castle | mosque | vault
5535.jpg: television, television system | laptop, laptop computer | medicine chest, medicine cabinet | tench, Tinca tinca | polecat, fitch, foulmart, foumart, Mustela putorius | cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM | neck brace
2458.jpg: patio, terrace | mobile home, manufactured home | flagpole, flagstaff | planetarium | safety pin | pole | golf ball
1524.jpg: Sealyham terrier, Sealyham | clumber, clumber spaniel | English setter | soft-coated wheaten terrier | Shih-Tzu | Irish wolfhound | Great Pyrenees
5889.jpg: castle | monastery | palace | mosque | vault | abaya | seashore, coast, seacoast, sea-coast
3180.jpg: chocolate sauce, chocolate syrup | plate | potter's wheel | eggnog | quill, quill pen | mashed potato | paper towel
3418.jpg: killer whale, killer, orca, grampus, sea wolf, Orcinus orca | grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus | alp | submarine, pigboat, sub, U-boat | airliner | valley, vale | space shuttle
5938.jpg: mobile home, manufactured home | monastery | palace | boathouse | recreational vehicle, RV, R.V. | lakeside, lakeshore | worm fence, snake fence, snake-rail fence, Virginia fence
0402.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | vase | zucchini, courgette | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | pot, flowerpot | sulphur butterfly, sulfur butterfly | earthstar
1066.jpg: komondor | kelpie | ram, tup | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | llama | otterhound, otter hound | ibex, Capra ibex
4419.jpg: bookcase | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | neck brace | library | toy poodle | Lakeland terrier | polecat, fitch, foulmart, foumart, Mustela putorius
6268.jpg: airliner | space shuttle | warplane, military plane | wing | speedboat | projectile, missile | airship, dirigible
5121.jpg: earthstar | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | ringlet, ringlet butterfly | cabbage butterfly | lycaenid, lycaenid butterfly | pot, flowerpot
3205.jpg: library | lab coat, laboratory coat | bookshop, bookstore, bookstall | laptop, laptop computer | tobacco shop, tobacconist shop, tobacconist | plane, carpenter's plane, woodworking plane | bookcase
0083.jpg: oboe, hautboy, hautbois | neck brace | pajama, pyjama, pj's, jammies | hand blower, blow dryer, blow drier, hair dryer, hair drier | stethoscope | bassoon | fur coat
4386.jpg: yurt | mobile home, manufactured home | patio, terrace | planetarium | flagpole, flagstaff | thatch, thatched roof | moving van
3212.jpg: stinkhorn, carrion fungus | earthstar | pot, flowerpot | shopping basket | barn spider, Araneus cavaticus | sea slug, nudibranch | knot
3165.jpg: minivan | street sign | traffic light, traffic signal, stoplight | passenger car, coach, carriage | tow truck, tow car, wrecker | mobile home, manufactured home | moving van
4755.jpg: trolleybus, trolley coach, trackless trolley | passenger car, coach, carriage | street sign | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | traffic light, traffic signal, stoplight | minivan | pole
4580.jpg: daisy | rapeseed | sulphur butterfly, sulfur butterfly | earthstar | ringlet, ringlet butterfly | bee | cabbage butterfly
0524.jpg: ear, spike, capitulum | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | corn | sulphur butterfly, sulfur butterfly | custard apple | African chameleon, Chamaeleo chamaeleon | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
4322.jpg: ram, tup | hog, pig, grunter, squealer, Sus scrofa | llama | ox | gazelle | wild boar, boar, Sus scrofa | ibex, Capra ibex
5740.jpg: plate | bow | chocolate sauce, chocolate syrup | hair slide | quill, quill pen | oboe, hautboy, hautbois | American lobster, Northern lobster, Maine lobster, Homarus americanus
0105.jpg: moped | motor scooter, scooter | crash helmet | disk brake, disc brake | mountain bike, all-terrain bike, off-roader | neck brace | bicycle-built-for-two, tandem bicycle, tandem
5059.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | Egyptian cat | lynx, catamount | whiptail, whiptail lizard
3700.jpg: chocolate sauce, chocolate syrup | plate | waffle iron | ice cream, icecream | trifle | rotisserie | meat loaf, meatloaf
2555.jpg: traffic light, traffic signal, stoplight | trolleybus, trolley coach, trackless trolley | street sign | streetcar, tram, tramcar, trolley, trolley car | passenger car, coach, carriage | cab, hack, taxi, taxicab | limousine, limo
4689.jpg: chocolate sauce, chocolate syrup | pencil sharpener | bakery, bakeshop, bakehouse | plane, carpenter's plane, woodworking plane | honeycomb | stupa, tope | mailbox, letter box
2894.jpg: moped | motor scooter, scooter | neck brace | disk brake, disc brake | carpenter's kit, tool kit | typewriter keyboard | plane, carpenter's plane, woodworking plane
6738.jpg: palace | gondola | triumphal arch | monastery | castle | bell cote, bell cot | pedestal, plinth, footstall
0438.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | cheetah, chetah, Acinonyx jubatus | lynx, catamount | tiger, Panthera tigris | Egyptian cat
2870.jpg: palace | streetcar, tram, tramcar, trolley, trolley car | monastery | vault | triumphal arch | cinema, movie theater, movie theatre, movie house, picture palace | gondola
3866.jpg: lakeside, lakeshore | monastery | mosque | planetarium | flagpole, flagstaff | palace | beacon, lighthouse, beacon light, pharos
1910.jpg: sulphur butterfly, sulfur butterfly | earthstar | cabbage butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | rapeseed | ringlet, ringlet butterfly | bee
3493.jpg: Dungeness crab, Cancer magister | American lobster, Northern lobster, Maine lobster, Homarus americanus | rotisserie | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | plate | fiddler crab | spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish
3434.jpg: speedboat | airliner | thresher, thrasher, threshing machine | wing | amphibian, amphibious vehicle | paddlewheel, paddle wheel | boathouse
3163.jpg: television, television system | laptop, laptop computer | Windsor tie | window screen | tench, Tinca tinca | barracouta, snoek | neck brace
5186.jpg: bow | quill, quill pen | long-horned beetle, longicorn, longicorn beetle | plate | chocolate sauce, chocolate syrup | letter opener, paper knife, paperknife | walking stick, walkingstick, stick insect
1064.jpg: daisy | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | cabbage butterfly | ringlet, ringlet butterfly | earthstar | lycaenid, lycaenid butterfly
3767.jpg: chocolate sauce, chocolate syrup | ice cream, icecream | long-horned beetle, longicorn, longicorn beetle | quill, quill pen | plate | swab, swob, mop | chime, bell, gong
5493.jpg: puck, hockey puck | saltshaker, salt shaker | meat loaf, meatloaf | consomme | spaghetti squash | candle, taper, wax light | plate
4811.jpg: chocolate sauce, chocolate syrup | ice cream, icecream | bathtub, bathing tub, bath, tub | tub, vat | trifle | studio couch, day bed | bath towel
3837.jpg: neck brace | American lobster, Northern lobster, Maine lobster, Homarus americanus | trifle | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | breastplate, aegis, egis | hotdog, hot dog, red hot | eggnog
1094.jpg: ox | hog, pig, grunter, squealer, Sus scrofa | oxcart | Great Dane | bloodhound, sleuthhound | ram, tup | Great Pyrenees
3197.jpg: traffic light, traffic signal, stoplight | ski mask | sports car, sport car | abaya | minivan | mobile home, manufactured home | sweatshirt
2113.jpg: space bar | typewriter keyboard | bassoon | cornet, horn, trumpet, trump | sax, saxophone | airliner | oboe, hautboy, hautbois
2055.jpg: minivan | street sign | traffic light, traffic signal, stoplight | passenger car, coach, carriage | trolleybus, trolley coach, trackless trolley | tow truck, tow car, wrecker | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon
5550.jpg: motor scooter, scooter | moped | bicycle-built-for-two, tandem bicycle, tandem | crash helmet | snowmobile | disk brake, disc brake | go-kart
4174.jpg: moped | motor scooter, scooter | half track | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | disk brake, disc brake | golfcart, golf cart
2946.jpg: minivan | street sign | passenger car, coach, carriage | traffic light, traffic signal, stoplight | mobile home, manufactured home | trolleybus, trolley coach, trackless trolley | tow truck, tow car, wrecker
4076.jpg: airliner | book jacket, dust cover, dust jacket, dust wrapper | web site, website, internet site, site | warplane, military plane | screen, CRT screen | ballplayer, baseball player | window shade
4437.jpg: earthstar | daisy | lycaenid, lycaenid butterfly | worm fence, snake fence, snake-rail fence, Virginia fence | ringlet, ringlet butterfly | barn spider, Araneus cavaticus | pinwheel
1129.jpg: jaguar, panther, Panthera onca, Felis onca | leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | tiger, Panthera tigris | snow leopard, ounce, Panthera uncia | tiger cat | lynx, catamount
6781.jpg: monastery | planetarium | mosque | patio, terrace | thatch, thatched roof | castle | palace
2083.jpg: mobile home, manufactured home | monastery | prison, prison house | palace | flagpole, flagstaff | beacon, lighthouse, beacon light, pharos | solar dish, solar collector, solar furnace
4277.jpg: earthstar | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | stinkhorn, carrion fungus | sulphur butterfly, sulfur butterfly | plastic bag | lycaenid, lycaenid butterfly
0346.jpg: park bench | worm fence, snake fence, snake-rail fence, Virginia fence | lakeside, lakeshore | mobile home, manufactured home | stone wall | boathouse | barn
2801.jpg: Bedlington terrier | Ibizan hound, Ibizan Podenco | English setter | borzoi, Russian wolfhound | clumber, clumber spaniel | Sealyham terrier, Sealyham | Brittany spaniel
3727.jpg: airliner | warplane, military plane | bow | projectile, missile | yawl | trimaran | airship, dirigible
4920.jpg: mobile home, manufactured home | patio, terrace | monastery | solar dish, solar collector, solar furnace | worm fence, snake fence, snake-rail fence, Virginia fence | boathouse | thatch, thatched roof
6088.jpg: pot, flowerpot | cardoon | daisy | greenhouse, nursery, glasshouse | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly | sulphur butterfly, sulfur butterfly
1077.jpg: monastery | lakeside, lakeshore | mobile home, manufactured home | alp | boathouse | beacon, lighthouse, beacon light, pharos | solar dish, solar collector, solar furnace
5156.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | rapeseed | earthstar | worm fence, snake fence, snake-rail fence, Virginia fence | vase | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
0822.jpg: cardoon | sulphur butterfly, sulfur butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | pot, flowerpot | daisy | bee | cabbage butterfly
2170.jpg: hair slide | oboe, hautboy, hautbois | brassiere, bra, bandeau | hand blower, blow dryer, blow drier, hair dryer, hair drier | bassoon | Band Aid | academic gown, academic robe, judge's robe
0556.jpg: sports car, sport car | traffic light, traffic signal, stoplight | cab, hack, taxi, taxicab | racer, race car, racing car | passenger car, coach, carriage | street sign | mobile home, manufactured home
